,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
2315,2331,FS-1423993,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,25,4,B3BG,ONION,,,,,,2005,2453596.5,226,1400,4.0,Campfire,2453596.5,226.0,1452,0.1,A,39.26388889,-120.64361111,5.0,USFS,CA,,,
2316,2332,FS-1423994,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,26,10,B38C,MILL FIRE,,,,,,2005,2453596.5,226,1535,9.0,Miscellaneous,2453596.5,226.0,1900,0.1,A,39.45555556,-120.0475,13.0,STATE OR PRIVATE,CA,,,
2317,2333,FS-1423995,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,27,5,BE0T,POLE,,,,,,2005,2453598.5,228,1100,1.0,Lightning,2453598.5,228.0,1300,0.1,A,39.23305556,-120.24972222,5.0,USFS,CA,,,
2318,2334,FS-1423996,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,30,10,BE0T,GROUNDHOG,,,,,,2005,2453599.5,229,1012,1.0,Lightning,2453599.5,229.0,1345,0.1,A,39.51277778,-120.20472222,5.0,USFS,CA,,,
2319,2335,FS-1423997,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,31,11,BE0T,TREASURE,,,,,,2005,2453599.5,229,1105,1.0,Lightning,2453599.5,229.0,1621,0.1,A,39.53305556,-120.35277778,5.0,USFS,CA,,,
2320,2336,FS-1423998,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,33,12,BE0T,MAGONIGAL,,,,,,2005,2453600.5,230,1730,1.0,Lightning,2453600.5,230.0,2200,0.1,A,39.35388889,-120.47138889,5.0,USFS,CA,,,
2321,2337,FS-1423999,FED,FS-FIRESTAT,FS,USAROZF,Ozark & St. Francis National Forests,0810,Ozark-St. Francis National Forest,20,020,BMY5,TARLTON # 1,,,,,,2005,2453465.5,95,1701,7.0,Arson,2453465.5,95.0,1703,1.15,B,35.80027778,-93.07166667,5.0,USFS,AR,,,
2322,2338,FS-1424002,FED,FS-FIRESTAT,FS,USFLFNF,National Forests in Florida,0805,National Forests in Florida,49,03,BG1R,PETE,,,,,,2005,2453607.5,237,1630,1.0,Lightning,2453607.5,237.0,1830,5.0,B,30.15833333,-82.445,14.0,MISSING/NOT SPECIFIED,FL,,,
2323,2339,FS-1424005,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,28,028,BNC2,UNDERWOOD HILL FIRE,,,,,,2005,2453471.5,101,1200,2.0,Equipment Use,2453471.5,101.0,1900,66.0,C,43.94416667,-82.99027778,13.0,STATE OR PRIVATE,MI,85,085,Lake
2324,2340,FS-1424007,FED,FS-FIRESTAT,FS,USAROZF,Ozark & St. Francis National Forests,0810,Ozark-St. Francis National Forest,21,021,BMY6,TARLTON #2,,,,,,2005,2453465.5,95,1500,7.0,Arson,2453465.5,95.0,1502,1.3,B,35.80194444,-93.07416667,5.0,USFS,AR,,,
2325,2341,FS-1424008,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow-Routt National Forest,145,145,BEX4,PENNOCK,,,,,,2005,2453603.5,233,1700,1.0,Lightning,2453604.5,234.0,1800,1.0,B,41.48444444,-106.60361111,5.0,USFS,WY,7,007,Carbon
2326,2342,FS-1424009,FED,FS-FIRESTAT,FS,USFLFNF,National Forests in Florida,0805,National Forests in Florida,50,09,BG1N,KELLY,,,,,,2005,2453605.5,235,1430,1.0,Lightning,2453605.5,235.0,1722,10.0,C,30.0925,-84.53277778,5.0,USFS,FL,,,
2327,2343,FS-1424012,FED,FS-FIRESTAT,FS,USAROZF,Ozark & St. Francis National Forests,0810,Ozark-St. Francis National Forest,22,22,BM6P,RAND,,,,,,2005,2453469.5,99,2200,7.0,Arson,2453470.5,100.0,0030,3.0,B,36.05777778,-92.43055556,5.0,USFS,AR,,,
2328,2344,FS-1424014,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,98,14,BEY5,CREEK,,,,,,2005,2453567.5,197,1802,1.0,Lightning,2453568.5,198.0,1200,0.1,A,36.03805556,-106.44611111,5.0,USFS,NM,39,039,Rio Arriba
2329,2345,FS-1424016,FED,FS-FIRESTAT,FS,USAROZF,Ozark & St. Francis National Forests,0810,Ozark-St. Francis National Forest,23,23,BM7J,SPRING,,,,,,2005,2453469.5,99,2200,7.0,Arson,2453470.5,100.0,0030,0.2,A,36.05861111,-92.43416667,5.0,USFS,AR,,,
2330,2346,FS-1424020,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,114,15,BEY5,AMERICAN II,,,,,,2005,2453568.5,198,1910,1.0,Lightning,2453569.5,199.0,1120,0.1,A,35.86055556,-106.39055556,5.0,USFS,NM,28,028,Los Alamos
2331,2347,FS-1424024,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,115,16,BEY5,COPE,,,,,,2005,2453568.5,198,1915,1.0,Lightning,2453569.5,199.0,1345,0.1,A,35.87916667,-106.40194444,5.0,USFS,NM,28,028,Los Alamos
2332,2348,FS-1424025,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,28,009,BEV8,BATTERY,,,,,,2005,2453592.5,222,1300,1.0,Lightning,2453592.5,222.0,1930,0.1,A,48.03888889,-113.74333333,5.0,USFS,MT,29,029,Flathead
2333,2349,FS-1424029,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,29,007,BEV8,EMERY CREEK,,,,,,2005,2453591.5,221,1100,4.0,Campfire,2453591.5,221.0,1300,0.1,A,48.35666667,-113.92722222,5.0,USFS,MT,29,029,Flathead
2334,2350,FS-1424030,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,147,17,BEY5,HOMESTEAD,,,,,,2005,2453589.5,219,1158,1.0,Lightning,2453591.5,221.0,1500,0.1,A,36.03805556,-106.35722222,5.0,USFS,NM,28,028,Los Alamos
2335,2351,FS-1424035,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,34,034,BE1X,COOPER FIRE,,,,,,2005,2453473.5,103,1704,9.0,Miscellaneous,2453473.5,103.0,1800,1.5,B,43.43,-85.80666667,13.0,STATE OR PRIVATE,MI,123,123,Newaygo
2336,2352,FS-1424036,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,163,18,B6H1,MESITAS #2,,,,,,2005,2453626.5,256,1300,4.0,Campfire,2453626.5,256.0,1315,0.1,A,36.08166667,-106.46416667,5.0,USFS,NM,39,039,Rio Arriba
2337,2353,FS-1424038,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow-Routt National Forest,149,149,BEX4,LAKEVIEW,,,,,,2005,2453605.5,235,1815,1.0,Lightning,2453606.5,236.0,1630,0.1,A,41.00638889,-106.86333333,5.0,USFS,WY,7,007,Carbon
2338,2354,FS-1424039,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,35,035,BE1X,DIAMOND LAKE FIRE,,,,,,2005,2453474.5,104,1319,5.0,Debris Burning,2453474.5,104.0,1417,0.1,A,43.59083333,-85.80416667,13.0,STATE OR PRIVATE,MI,123,123,Newaygo
2339,2355,FS-1424041,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,17,0806,BEW4,GRANITE,,,,,,2005,2453582.5,212,1615,1.0,Lightning,2453583.5,213.0,1200,0.1,A,45.735,-115.12833333,5.0,USFS,ID,49,049,Idaho
2340,2356,FS-1424044,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,67,0813,BEW4,MOOSE,,,,,,2005,2453591.5,221,0955,1.0,Lightning,2453592.5,222.0,0700,0.1,A,45.70361111,-115.44083333,5.0,USFS,ID,49,049,Idaho
2341,2357,FS-1424045,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,3,7-2,B54Q,TRESTLE,,,,,,2005,2453520.5,150,1200,4.0,Campfire,2453520.5,150.0,1523,0.5,B,45.86416667,-112.45888889,5.0,USFS,MT,93,093,Silver Bow
2342,2358,FS-1424046,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,56,016,B2BJ,EMERINE,,,,,,2005,2453587.5,217,0800,1.0,Lightning,2453587.5,217.0,1600,0.1,A,46.22694444,-113.61388889,5.0,USFS,MT,39,039,Granite
2343,2359,FS-1424047,FED,FS-FIRESTAT,FS,USMTLCF,Lewis & Clark National Forest,0115,Lewis and Clark National Forest,26,MT-LCF-041,B6BX,SAND POINT,,,,,,2005,2453622.5,252,1712,1.0,Lightning,2453627.5,257.0,1650,22.0,C,46.79583333,-110.57638889,5.0,USFS,MT,45,045,Judith Basin
2344,2360,FS-1424048,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,41,8/8,BEV4,SAND BASIN,,,,,,2005,2453604.5,234,1700,1.0,Lightning,2453607.5,237.0,1600,0.25,A,46.21388889,-113.68805556,5.0,USFS,MT,39,039,Granite
2345,2361,FS-1424049,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,34,290,BE09,PITCH,,,,,,2005,2453588.5,218,1835,1.0,Lightning,2453589.5,219.0,1700,0.1,A,45.47527778,-116.64416667,5.0,USFS,OR,,,
2346,2362,FS-1424050,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,167,19,B7G7,EXCAVATOR,,,,,,2005,2453641.5,271,1655,2.0,Equipment Use,2453643.5,273.0,1500,0.1,A,35.73333333,-105.83111111,5.0,USFS,NM,49,049,Santa Fe
2347,2363,FS-1424054,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,34,8/6,BEV4,FOUR MILE BASIN,,,,,,2005,2453592.5,222,1100,1.0,Lightning,2453592.5,222.0,1500,0.1,A,46.93027778,-113.25694444,5.0,USFS,MT,23,023,Deer Lodge
2348,2364,FS-1424057,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,31,GV002,BEV8,MOOSE CREEK,,,,,,2005,2453592.5,222,2000,1.0,Lightning,2453593.5,223.0,1430,0.1,A,48.84138889,-114.40833333,13.0,STATE OR PRIVATE,MT,29,029,Flathead
2349,2365,FS-1424059,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,53,013,BEV4,STONY CREEK,,,,,,2005,2453556.5,186,1630,4.0,Campfire,2453556.5,186.0,1650,0.1,A,46.33361111,-113.63111111,5.0,USFS,MT,39,039,Granite
2350,2366,FS-1424061,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,32,02,BEV8,PACKRAT,,,,,,2005,2453593.5,223,1700,1.0,Lightning,2453593.5,223.0,1945,0.1,A,48.42222222,-114.60388889,5.0,USFS,MT,29,029,Flathead
2351,2367,FS-1424062,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,39,069,BEY8,ELKHORN,,,,,,2005,2453581.5,211,1619,1.0,Lightning,2453583.5,213.0,1830,3.5,B,44.24944444,-115.50111111,5.0,USFS,ID,85,085,Valley
2352,2368,FS-1424064,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,68,0814,BEW4,BUTTE CREEK,,,,,,2005,2453592.5,222,0600,1.0,Lightning,2453593.5,223.0,0900,1.1,B,45.86,-115.30472222,5.0,USFS,ID,49,049,Idaho
2353,2369,FS-1424065,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,26,004,BGV4,CARP LAKE,,,,,,2005,2453589.5,219,1600,1.0,Lightning,2453589.5,219.0,1900,0.1,A,46.0075,-113.46916667,5.0,USFS,MT,39,039,Granite
2354,2370,FS-1424066,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,37,037,BE1X,EMERALD LAKE FIRE,,,,,,2005,2453475.5,105,1800,7.0,Arson,2453475.5,105.0,1848,2.0,B,43.45361111,-85.7925,13.0,STATE OR PRIVATE,MI,123,123,Newaygo
2355,2371,FS-1424070,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,42,8/9,BEV4,SAND STONE RIDGE,,,,,,2005,2453604.5,234,1645,1.0,Lightning,2453605.5,235.0,1430,0.1,A,46.48472222,-113.55111111,5.0,USFS,MT,1,001,Beaverhead
2356,2372,FS-1424072,FED,FS-FIRESTAT,FS,USUTUWF,Uinta/Wasatch-Cache National Forest,0418,Uinta National Forest,20,697,BEZ9,LITTLE DIAMOND,,,,,,2005,2453635.5,265,1528,1.0,Lightning,2453636.5,266.0,1237,0.2,A,40.10083333,-111.4775,5.0,USFS,UT,49,049,Utah
2357,2373,FS-1424073,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,54,014,BEV4,SOUTH FORK FIRE #1,,,,,,2005,2453585.5,215,1500,1.0,Lightning,2453585.5,215.0,1910,0.1,A,46.695,-113.72111111,5.0,USFS,MT,39,039,Granite
2358,2374,FS-1424075,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,44,010,B5PD,SANDSTONE #2,,,,,,2005,2453614.5,244,1430,1.0,Lightning,2453617.5,247.0,1630,2.0,B,46.49333333,-113.56333333,5.0,USFS,MT,39,039,Granite
2359,2375,FS-1424080,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,70,0816,BEW4,RAINBOW,,,,,,2005,2453592.5,222,0907,1.0,Lightning,2453593.5,223.0,0600,0.1,A,45.68333333,-115.62638889,5.0,USFS,ID,49,049,Idaho
2360,2376,FS-1424082,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,10,4-3,B00N,VOOK,,,,,,2005,2453570.5,200,0747,4.0,Campfire,2453570.5,200.0,0945,0.1,A,45.86055556,-112.46805556,5.0,USFS,MT,93,093,Silver Bow
2361,2377,FS-1424084,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,55,015,BEV4,SOUTH FORK FIRE #2,,,,,,2005,2453585.5,215,1500,1.0,Lightning,2453586.5,216.0,1500,0.1,A,46.09722222,-113.68055556,5.0,USFS,MT,39,039,Granite
2362,2378,FS-1424085,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,50,011,BEV4,JACK POT,,,,,,2005,2453619.5,249,1600,1.0,Lightning,2453619.5,249.0,1730,0.1,A,46.22277778,-113.61888889,5.0,USFS,MT,39,039,Granite
2363,2379,FS-1424086,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,40,040,BE1X,BIG PRAIRIE FIRE,,,,,,2005,2453476.5,106,1415,5.0,Debris Burning,2453476.5,106.0,1428,2.0,B,43.51861111,-85.63527778,13.0,STATE OR PRIVATE,MI,123,123,Newaygo
2364,2380,FS-1424087,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow-Routt National Forest,166,166,B49Y,A BAR A,,,,,,2005,2453608.5,238,1400,1.0,Lightning,2453608.5,238.0,2030,0.25,A,41.18194444,-106.48583333,14.0,MISSING/NOT SPECIFIED,WY,7,007,Carbon
2365,2381,FS-1424088,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,36,010,B5RY,SHEEP CREEK,,,,,,2005,2453609.5,239,1600,9.0,Miscellaneous,2453609.5,239.0,1730,0.1,A,48.25777778,-113.57916667,5.0,USFS,MT,29,029,Flathead
2366,2382,FS-1424093,FED,FS-FIRESTAT,FS,USCORTF,Routt National Forest,0211,Routt National Forest,359,IA-359,BEX5,CHEDSEY,,,,,,2005,2453582.5,212,1830,1.0,Lightning,2453583.5,213.0,1400,0.1,A,40.58083333,-106.60222222,5.0,USFS,CO,57,057,Jackson
2367,2383,FS-1424094,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,8,0801,BEW4,504,,,,,,2005,2453579.5,209,1820,1.0,Lightning,2453580.5,210.0,1100,0.1,A,45.80083333,-115.1775,5.0,USFS,ID,49,049,Idaho
2368,2384,FS-1424096,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,42,042,BE1X,M-20 FIRE,,,,,,2005,2453477.5,107,1245,5.0,Debris Burning,2453477.5,107.0,1309,0.1,A,43.59,-85.74111111,13.0,STATE OR PRIVATE,MI,123,123,Newaygo
2369,2385,FS-1424097,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,140,0129,B6N6,TWIN,,,,,,2005,2453630.5,260,1206,5.0,Debris Burning,2453631.5,261.0,1330,50.0,C,45.66083333,-116.29527778,13.0,STATE OR PRIVATE,ID,49,049,Idaho
2370,2386,FS-1424098,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,52,012,B09J,SOUTHERN CROSS,,,,,,2005,2453571.5,201,1355,7.0,Arson,2453571.5,201.0,1500,0.2,A,46.20083333,-113.24527778,13.0,STATE OR PRIVATE,MT,23,023,Deer Lodge
2371,2387,FS-1424100,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,43,043,BE1X,DECKER FIRE,,,,,,2005,2453477.5,107,1050,9.0,Miscellaneous,2453477.5,107.0,1055,0.1,A,44.13722222,-86.24111111,5.0,USFS,MI,105,105,Mason
2372,2388,FS-1424103,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,137,0418,BEW4,BEE RABBIT,,,,,,2005,2453603.5,233,1330,1.0,Lightning,2453603.5,233.0,1425,0.1,A,45.94027778,-115.77972222,5.0,USFS,ID,49,049,Idaho
2373,2389,FS-1424105,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,44,044,BE1X,SUB STATION FIRE,,,,,,2005,2453477.5,107,1818,4.0,Campfire,2453477.5,107.0,2117,5.0,B,43.815,-85.91333333,5.0,USFS,MI,123,123,Newaygo
2374,2390,FS-1424106,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,35,283,BE09,GERMAN,,,,,,2005,2453588.5,218,1715,1.0,Lightning,2453589.5,219.0,1200,0.1,A,45.14805556,-117.04777778,5.0,USFS,OR,,,
2375,2391,FS-1424107,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,38,GV 003,BEV8,DEADHORSE,,,,,,2005,2453616.5,246,1000,1.0,Lightning,2453616.5,246.0,1800,0.1,A,48.65222222,-114.37083333,5.0,USFS,MT,29,029,Flathead
2376,2392,FS-1424108,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,40,070,BEY8,EAST DEADWOOD,,,,,,2005,2453581.5,211,1619,1.0,Lightning,2453582.5,212.0,1430,0.1,A,44.32555556,-115.54944444,5.0,USFS,ID,85,085,Valley
2377,2393,FS-1424113,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,36,311,BE09,SWAMP CREEK,,,,,,2005,2453590.5,220,1011,1.0,Lightning,2453591.5,221.0,0945,1.0,B,45.7275,-117.22111111,5.0,USFS,OR,,,
2378,2394,FS-1424115,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0105,Clearwater National Forest,44,0309,BEV7,BURNT BEE,,,,,,2005,2453620.5,250,1500,5.0,Debris Burning,2453621.5,251.0,1300,0.1,A,46.64861111,-115.06611111,5.0,USFS,ID,35,035,Clearwater
2379,2395,FS-1424116,FED,FS-FIRESTAT,FS,USUTUWF,Uinta/Wasatch-Cache National Forest,0418,Uinta National Forest,21,703,B66M,WANRHODES,,,,,,2005,2453637.5,267,1059,8.0,Children,2453637.5,267.0,1430,0.1,A,40.10722222,-111.43666667,5.0,USFS,UT,49,049,Utah
2380,2396,FS-1424119,FED,FS-FIRESTAT,FS,USMTHNF,Helena National Forest,0112,Helena National Forest,30,359,B6LV,LIMESTONE ORDNANCE,,,,,,2005,2453628.5,258,1246,2.0,Equipment Use,2453628.5,258.0,1505,15.0,C,46.27611111,-111.61361111,14.0,MISSING/NOT SPECIFIED,MT,,,
2381,2397,FS-1424121,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,46,046,BE1X,VAN BUREN FIRE,,,,,,2005,2453479.5,109,1446,5.0,Debris Burning,2453479.5,109.0,1516,0.5,B,43.61833333,-85.69277778,5.0,USFS,MI,123,123,Newaygo
2382,2398,FS-1424122,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,7,06-06,BEW4,FUR,,,,,,2005,2453579.5,209,1751,1.0,Lightning,2453580.5,210.0,1645,0.1,A,45.98527778,-115.40111111,5.0,USFS,ID,49,049,Idaho
2383,2399,FS-1424124,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0105,Clearwater National Forest,27,0308,B25D,MOOSE,ID-CWF-050314,Long Black Complex,,,LONG BLACK COMPLEX,2005,2453587.5,217,1449,1.0,Lightning,2453588.5,218.0,1700,0.1,A,46.79388889,-115.14555556,5.0,USFS,ID,35,035,Clearwater
2384,2400,FS-1424126,FED,FS-FIRESTAT,FS,USUTUWF,Uinta/Wasatch-Cache National Forest,0419,Wasatch-Cache-Uinta National Forest,32,617,BE0A,NORTH DEAF,,,,,,2005,2453619.5,249,1426,1.0,Lightning,2453642.5,272.0,1800,10.0,C,40.59444444,-111.74861111,5.0,USFS,UT,35,035,Salt Lake
2385,2401,FS-1424127,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,48,048,BE1X,TURKEY FIRE,,,,,,2005,2453481.5,111,1600,4.0,Campfire,2453481.5,111.0,1700,0.1,A,44.21388889,-85.59611111,5.0,USFS,MI,165,165,Wexford
2386,2402,FS-1424128,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0105,Clearwater National Forest,7,05-02,B5LN,SYRINGA POWERLINE,,,,,,2005,2453575.5,205,0500,9.0,Miscellaneous,2453575.5,205.0,1000,0.1,A,46.14777778,-115.73416667,5.0,USFS,ID,49,049,Idaho
2387,2403,FS-1424130,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,37,324,BE09,GETCHEL,,,,,,2005,2453590.5,220,1552,1.0,Lightning,2453594.5,224.0,1916,0.5,B,45.83027778,-117.08111111,5.0,USFS,OR,,,
2388,2404,FS-1424132,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow-Routt National Forest,207,207,B6YC,JEFF LAKE,,,,,,2005,2453633.5,263,1200,4.0,Campfire,2453633.5,263.0,1830,0.1,A,41.4125,-106.28305556,5.0,USFS,WY,7,007,Carbon
2389,2405,FS-1424134,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,16,0805,BEW4,BUTTE,,,,,,2005,2453581.5,211,1810,1.0,Lightning,2453583.5,213.0,1000,0.1,A,45.88777778,-115.30805556,5.0,USFS,ID,49,049,Idaho
2390,2406,FS-1424136,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,50,050,BE1X,BEECH FIRE,,,,,,2005,2453490.5,120,1300,4.0,Campfire,2453490.5,120.0,1400,2.0,B,44.215,-85.71916667,13.0,STATE OR PRIVATE,MI,123,123,Newaygo
2391,2407,FS-1424137,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,40,GV 005,BEV8,WHALE CREEK,,,,,,2005,2453616.5,246,0910,1.0,Lightning,2453617.5,247.0,1100,0.1,A,48.80861111,-114.70361111,5.0,USFS,MT,29,029,Flathead
2392,2408,FS-1424138,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,41,006,BEV8,MOOSE PEAK,,,,,,2005,2453616.5,246,0730,1.0,Lightning,2453617.5,247.0,0945,0.1,A,48.6325,-114.41333333,5.0,USFS,MT,29,029,Flathead
2393,2409,FS-1424139,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,10,0803,BEW4,MAMMOTH,,,,,,2005,2453581.5,211,1828,1.0,Lightning,2453583.5,213.0,1900,1.0,B,45.4575,-115.52333333,5.0,USFS,ID,49,049,Idaho
2394,2410,FS-1424145,FED,FS-FIRESTAT,FS,USMIHMF,Huron-Manistee National Forest,0904,Huron-Manistee National Forest,51,051,BE1X,M-37 FIRE,,,,,,2005,2453490.5,120,1532,2.0,Equipment Use,2453490.5,120.0,1549,0.1,A,44.14972222,-85.78305556,13.0,STATE OR PRIVATE,MI,85,085,Lake
2395,2411,FS-1424146,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,42,007,BEV8,AKINKOKA,,,,,,2005,2453617.5,247,1130,1.0,Lightning,2453617.5,247.0,1630,0.1,A,48.82583333,-114.56472222,5.0,USFS,MT,29,029,Flathead
2396,2412,FS-1424148,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,164,55,B6MV,144,,,,,,2005,2453629.5,259,1012,4.0,Campfire,2453630.5,260.0,0905,0.1,A,35.90638889,-106.6625,5.0,USFS,NM,43,043,Sandoval
